Time,Disturbance
2.9600,-0.0886
2.9800,0.0000
3.0000,0.0668
3.0200,0.0827
3.0400,0.0969
3.0600,0.1646
3.0800,0.2888
3.1000,0.4223
3.1200,0.5187
3.1400,0.5231
3.1600,0.4244
3.1800,0.2792
3.2000,0.1737
3.2200,0.1673
3.2400,0.2226
3.2600,0.2293
3.2800,0.1561
3.3000,0.0415
3.3200,-0.0492
3.3400,-0.0657
3.3600,-0.0140
3.3800,0.0560
3.4000,0.1094
3.4200,0.1116
3.4400,0.0659
3.4600,0.0155
3.4800,0.0000
3.5000,-0.0210
3.5200,-0.0918
3.5400,-0.1575
3.5600,-0.1555
3.5800,-0.0765
3.6000,0.0357
3.6200,0.1413
3.6400,0.2194
3.6600,0.2236
3.6800,0.1405
3.7000,0.0179
3.7200,-0.0681
3.7400,-0.1044
3.7600,-0.1324
3.7800,-0.1552
3.8000,-0.1767
3.8200,-0.2015
3.8400,-0.2300
3.8600,-0.2538
3.8800,-0.2774
3.9000,-0.3038
3.9200,-0.2964
3.9400,-0.2313
3.9600,-0.1211
3.9800,0.0000
4.0000,0.1152
4.0200,0.2022
4.0400,0.2404
4.0600,0.2356
4.0800,0.2174
4.1000,0.2131
4.1200,0.1987
4.1400,0.1213
4.1600,0.0031
4.1800,-0.0976
4.2000,-0.1404
4.2200,-0.1271
4.2400,-0.0937
4.2600,-0.0665
4.2800,-0.0757
4.3000,-0.1442
4.3200,-0.2529
4.3400,-0.3505
4.3600,-0.4099
4.3800,-0.4752
4.4000,-0.5561
4.4200,-0.6220
4.4400,-0.6512
4.4600,-0.6496
4.4800,-0.6400
4.5000,-0.6321
4.5200,-0.6495
4.5400,-0.7199
4.5600,-0.8408
4.5800,-0.9749
4.6000,-1.0751
4.6200,-1.1295
4.6400,-1.1347
4.6600,-1.0889
4.6800,-1.0070
4.7000,-0.9103
4.7200,-0.8152
4.7400,-0.7210
4.7600,-0.6305
4.7800,-0.5623
4.8000,-0.5291
4.8200,-0.5347
4.8400,-0.5713
4.8600,-0.6169
4.8800,-0.6689
4.9000,-0.7185
4.9200,-0.6967
4.9400,-0.5540
4.9600,-0.3020
4.9800,0.0000
5.0000,0.3036
5.0200,0.5639
5.0400,0.7222
5.0600,0.7631
5.0800,0.7304
5.1000,0.6873
5.1200,0.6269
5.1400,0.4969
5.1600,0.3547
5.1800,0.2910
5.2000,0.3466
5.2200,0.4887
5.2400,0.6466
5.2600,0.7379
5.2800,0.7064
5.3000,0.5696
5.3200,0.3984
5.3400,0.2728
5.3600,0.2134
5.3800,0.1373
5.4000,0.0058
5.4200,-0.1278
5.4400,-0.1896
5.4600,-0.1392
5.4800,0.0000
5.5000,0.1563
5.5200,0.2761
5.5400,0.3004
5.5600,0.2145
5.5800,0.0664
5.6000,-0.0776
5.6200,-0.2224
5.6400,-0.3783
5.6600,-0.5268
5.6800,-0.6581
5.7000,-0.7676
5.7200,-0.8546
5.7400,-0.9217
5.7600,-0.9836
5.7800,-1.0266
5.8000,-1.0161
5.8200,-0.9379
5.8400,-0.8089
5.8600,-0.6587
5.8800,-0.5295
5.9000,-0.4595
5.9200,-0.4136
5.9400,-0.3359
5.9600,-0.1940
5.9800,0.0000
6.0000,0.1814
6.0200,0.2642
6.0400,0.2461
6.0600,0.1916
6.0800,0.1840
6.1000,0.2719
6.1200,0.4235
6.1400,0.5974
6.1600,0.7531
6.1800,0.8643
6.2000,0.9455
6.2200,1.0358
6.2400,1.1394
6.2600,1.2232
6.2800,1.2719
6.3000,1.2706
6.3200,1.2100
6.3400,1.0926
6.3600,0.9385
6.3800,0.7858
6.4000,0.6671
6.4200,0.5977
6.4400,0.5784
6.4600,0.5988
6.4800,0.6400
6.5000,0.6659
6.5200,0.6357
6.5400,0.5715
6.5600,0.5095
6.5800,0.4606
6.6000,0.4107
6.6200,0.3558
6.6400,0.3054
6.6600,0.2447
6.6800,0.1702
6.7000,0.1083
6.7200,0.0965
6.7400,0.1278
6.7600,0.1633
6.7800,0.2035
6.8000,0.2513
6.8200,0.2975
6.8400,0.3232
6.8600,0.3153
6.8800,0.2840
6.9000,0.2369
6.9200,0.1736
6.9400,0.1023
6.9600,0.0407
6.9800,0.0000
7.0000,-0.0452
7.0200,-0.1270
7.0400,-0.2279
7.0600,-0.3174
7.0800,-0.3788
7.1000,-0.4114
7.1200,-0.4200
7.1400,-0.4486
7.1600,-0.4807
7.1800,-0.4570
7.2000,-0.3424
7.2200,-0.1519
7.2400,0.0637
7.2600,0.2664
7.2800,0.4015
7.3000,0.4249
7.3200,0.3524
7.3400,0.2484
7.3600,0.1508
7.3800,0.0322
7.4000,-0.0920
7.4200,-0.2053
7.4400,-0.2991
7.4600,-0.3712
7.4800,-0.4267
7.5000,-0.4730
7.5200,-0.5020
7.5400,-0.5150
7.5600,-0.5228
7.5800,-0.5377
7.6000,-0.5654
7.6200,-0.5973
7.6400,-0.6184
7.6600,-0.6273
7.6800,-0.6328
7.7000,-0.6457
7.7200,-0.6702
7.7400,-0.7001
7.7600,-0.7802
7.7800,-0.9024
7.8000,-0.9800
7.8200,-0.9530
7.8400,-0.8297
7.8600,-0.6578
7.8800,-0.4600
7.9000,-0.2826
7.9200,-0.1775
7.9400,-0.1380
7.9600,-0.0981
7.9800,0.0000
8.0000,0.1020
8.0200,0.1543
8.0400,0.1986
8.0600,0.2849
8.0800,0.4189
8.1000,0.5637
8.1200,0.6776
8.1400,0.6913
8.1600,0.6107
8.1800,0.5193
8.2000,0.5057
8.2200,0.6057
8.2400,0.7630
8.2600,0.8890
8.2800,0.9160
8.3000,0.8124
8.3200,0.6231
8.3400,0.4457
8.3600,0.3378
8.3800,0.2695
8.4000,0.2465
8.4200,0.2667
8.4400,0.3151
8.4600,0.3728
8.4800,0.4267
8.5000,0.4694
8.5200,0.4912
8.5400,0.5129
8.5600,0.5523
8.5800,0.6015
8.6000,0.6333
8.6200,0.6351
8.6400,0.6116
8.6600,0.5516
8.6800,0.4561
8.7000,0.3532
8.7200,0.2802
8.7400,0.2367
8.7600,0.1963
8.7800,0.1569
8.8000,0.1146
8.8200,0.0651
8.8400,0.0083
8.8600,-0.0466
8.8800,-0.1034
8.9000,-0.1645
8.9200,-0.1924
8.9400,-0.1624
8.9600,-0.0869
8.9800,0.0000
9.0000,0.0626
9.0200,0.0407
9.0400,-0.0467
9.0600,-0.1375
9.0800,-0.1825
9.1000,-0.1797
9.1200,-0.1773
9.1400,-0.2135
9.1600,-0.3267
9.1800,-0.5215
9.2000,-0.7424
9.2200,-0.9093
9.2400,-1.0103
9.2600,-1.0802
9.2800,-1.1119
9.3000,-1.1109
9.3200,-1.0900
9.3400,-1.0613
9.3600,-1.0277
9.3800,-1.0119
9.4000,-1.0268
9.4200,-1.0181
9.4400,-0.9415
9.4600,-0.8021
9.4800,-0.6400
9.5000,-0.4763
9.5200,-0.3392
9.5400,-0.2760
9.5600,-0.2952
9.5800,-0.3526
9.6000,-0.3914
9.6200,-0.4328
9.6400,-0.5532
9.6600,-0.7094
9.6800,-0.8166
9.7000,-0.8362
9.7200,-0.7958
9.7400,-0.7402
9.7600,-0.6992
9.7800,-0.7329
9.8000,-0.8663
9.8200,-1.0477
9.8400,-1.1751
9.8600,-1.1900
9.8800,-1.1253
9.9000,-0.9822
9.9200,-0.7724
9.9400,-0.5218
9.9600,-0.2586
9.9800,0.0000
10.0000,0.2591
10.0200,0.5254
10.0400,0.7832
10.0600,1.0049
10.0800,1.1649
10.1000,1.2504
10.1200,1.2678
10.1400,1.2217
10.1600,1.1426
10.1800,1.0702
10.2000,1.0242
10.2200,0.9964
10.2400,0.9605
10.2600,0.8445
10.2800,0.6332
10.3000,0.4016
10.3200,0.2307
10.3400,0.1585
10.3600,0.1708
10.3800,0.1983
10.4000,0.1812
10.4200,0.1558
10.4400,0.1981
10.4600,0.3642
10.4800,0.6400
10.5000,0.9310
10.5200,1.1541
10.5400,1.2358
10.5600,1.1645
10.5800,1.0052
10.6000,0.8444
10.6200,0.6792
10.6400,0.4708
10.6600,0.2652
10.6800,0.1238
10.7000,0.0728
10.7200,0.0903
10.7400,0.1301
10.7600,0.1297
10.7800,0.0483
10.8000,-0.0969
10.8200,-0.2537
10.8400,-0.3670
10.8600,-0.4183
10.8800,-0.4248
10.9000,-0.3941
10.9200,-0.3420
10.9400,-0.2690
10.9600,-0.1577
10.9800,0.0000
11.0000,0.1743
11.0200,0.3583
11.0400,0.5369
11.0600,0.6823
11.0800,0.7678
11.1000,0.7806
11.1200,0.7309
11.1400,0.6440
11.1600,0.5380
11.1800,0.4234
11.2000,0.3050
11.2200,0.1823
11.2400,0.0479
11.2600,-0.1108
11.2800,-0.2786
11.3000,-0.4272
11.3200,-0.5439
11.3400,-0.6383
11.3600,-0.7260
11.3800,-0.8135
11.4000,-0.9134
11.4200,-1.0256
11.4400,-1.1353
11.4600,-1.2228
11.4800,-1.2800
11.5000,-1.3231
11.5200,-1.3648
11.5400,-1.4172
11.5600,-1.4817
11.5800,-1.5432
11.6000,-1.5789
11.6200,-1.5836
11.6400,-1.5751
11.6600,-1.5363
11.6800,-1.4421
11.7000,-1.2923
11.7200,-1.1138
11.7400,-0.9308
11.7600,-0.7596
11.7800,-0.6393
11.8000,-0.5925
11.8200,-0.6040
11.8400,-0.6293
11.8600,-0.6334
11.8800,-0.6216
11.9000,-0.5832
11.9200,-0.4984
11.9400,-0.3615
11.9600,-0.1872
11.9800,0.0000
12.0000,0.1835
12.0200,0.3359
12.0400,0.4251
12.0600,0.4368
12.0800,0.3822
12.1000,0.2889
12.1200,0.1816
12.1400,0.0890
12.1600,0.0342
12.1800,0.0252
12.2000,0.0593
12.2200,0.1267
12.2400,0.2127
12.2600,0.2712
12.2800,0.3115
12.3000,0.3964
12.3200,0.5577
12.3400,0.7679
12.3600,0.9728
12.3800,1.1371
12.4000,1.2212
12.4200,1.2215
12.4400,1.1872
12.4600,1.1946
12.4800,1.2800
12.5000,1.3672
12.5200,1.3933
12.5400,1.3798
12.5600,1.3731
12.5800,1.4013
12.6000,1.4561
12.6200,1.5004
12.6400,1.5053
12.6600,1.4338
12.6800,1.2714
12.7000,1.0517
12.7200,0.8340
12.7400,0.6378
12.7600,0.4290
12.7800,0.2245
12.8000,0.0644
12.8200,-0.0307
12.8400,-0.0717
12.8600,-0.0816
12.8800,-0.0830
12.9000,-0.1026
12.9200,-0.1300
12.9400,-0.1350
12.9600,-0.0911
12.9800,0.0000
13.0000,0.0903
13.0200,0.1258
13.0400,0.0971
13.0600,0.0301
13.0800,-0.0342
13.1000,-0.0672
13.1200,-0.0787
13.1400,-0.0810
13.1600,-0.0913
13.1800,-0.1251
13.2000,-0.1789
13.2200,-0.2338
13.2400,-0.2815
13.2600,-0.3426
13.2800,-0.4072
13.3000,-0.4465
13.3200,-0.4498
13.3400,-0.4340
13.3600,-0.4224
13.3800,-0.4225
13.4000,-0.4451
13.4200,-0.4844
13.4400,-0.5129
13.4600,-0.4969
13.4800,-0.4267
13.5000,-0.3384
13.5200,-0.2472
13.5400,-0.1659
13.5600,-0.1017
13.5800,-0.0476
13.6000,0.0101
13.6200,0.0752
13.6400,0.1507
13.6600,0.2341
13.6800,0.3108
13.7000,0.3639
13.7200,0.3837
13.7400,0.3754
13.7600,0.3302
13.7800,0.2622
13.8000,0.2148
13.8200,0.2101
13.8400,0.2335
13.8600,0.2556
13.8800,0.2525
13.9000,0.1981
13.9200,0.1063
13.9400,0.0194
13.9600,-0.0192
13.9800,0.0000
14.0000,0.0235
14.0200,-0.0010
14.0400,-0.0808
14.0600,-0.1909
14.0800,-0.2925
14.1000,-0.3588
14.1200,-0.4047
14.1400,-0.4615
14.1600,-0.5304
14.1800,-0.5929
14.2000,-0.6258
14.2200,-0.6155
14.2400,-0.5730
14.2600,-0.5579
14.2800,-0.5969
14.3000,-0.6557
14.3200,-0.6854
14.3400,-0.6542
14.3600,-0.5636
14.3800,-0.4429
14.4000,-0.3183
14.4200,-0.1905
14.4400,-0.0380
14.4600,0.1669
14.4800,0.4267
14.5000,0.7007
14.5200,0.9673
14.5400,1.1947
14.5600,1.3581
14.5800,1.4563
14.6000,1.5035
14.6200,1.5017
14.6400,1.4612
14.6600,1.3996
14.6800,1.3266
14.7000,1.2467
14.7200,1.1593
14.7400,1.0581
14.7600,0.9498
14.7800,0.8465
14.8000,0.7472
14.8200,0.6443
14.8400,0.5323
14.8600,0.4157
14.8800,0.3124
14.9000,0.2333
14.9200,0.1740
14.9400,0.1222
14.9600,0.0657
14.9800,0.0000
15.0000,-0.0639
15.0200,-0.1090
15.0400,-0.1341
15.0600,-0.1493
15.0800,-0.1674
15.1000,-0.1953
15.1200,-0.2303
15.1400,-0.2794
15.1600,-0.3299
15.1800,-0.3629
15.2000,-0.3758
15.2200,-0.3836
15.2400,-0.3975
15.2600,-0.4215
15.2800,-0.4636
15.3000,-0.5188
15.3200,-0.5705
15.3400,-0.6014
15.3600,-0.6121
15.3800,-0.6568
15.4000,-0.7643
15.4200,-0.8772
15.4400,-0.9336
15.4600,-0.9158
15.4800,-0.8533
15.5000,-0.7893
15.5200,-0.7852
15.5400,-0.8955
15.5600,-1.1100
15.5800,-1.3496
15.6000,-1.5216
15.6200,-1.6258
15.6400,-1.7182
15.6600,-1.7640
15.6800,-1.7082
15.7000,-1.5403
15.7200,-1.3020
15.7400,-1.0447
15.7600,-0.8395
15.7800,-0.7255
15.8000,-0.6571
15.8200,-0.5648
15.8400,-0.4083
15.8600,-0.2155
15.8800,-0.0527
15.9000,0.0404
15.9200,0.0380
15.9400,-0.0238
15.9600,-0.0563
15.9800,0.0000
16.0000,0.0832
16.0200,0.1560
16.0400,0.2124
16.0600,0.2510
16.0800,0.2753
16.1000,0.2960
16.1200,0.3344
16.1400,0.4115
16.1600,0.5273
16.1800,0.6643
16.2000,0.7987
16.2200,0.9120
16.2400,1.0016
16.2600,1.0282
16.2800,0.9801
16.3000,0.9059
16.3200,0.8452
16.3400,0.8021
16.3600,0.7641
16.3800,0.7434
16.4000,0.7348
16.4200,0.7205
16.4400,0.7123
16.4600,0.7498
16.4800,0.8533
16.5000,0.9691
16.5200,1.0673
16.5400,1.1436
16.5600,1.1885
16.5800,1.1837
16.6000,1.1112
16.6200,0.9688
16.6400,0.7470
16.6600,0.4817
16.6800,0.2398
16.7000,0.0718
16.7200,-0.0140
16.7400,-0.0546
16.7600,-0.0808
16.7800,-0.1153
16.8000,-0.1770
16.8200,-0.2521
16.8400,-0.3005
16.8600,-0.3016
16.8800,-0.2952
16.9000,-0.2930
16.9200,-0.2680
16.9400,-0.2019
16.9600,-0.1041
16.9800,0.0000
17.0000,0.1013
17.0200,0.1846
17.0400,0.2246
17.0600,0.2194
17.0800,0.1985
17.1000,0.1998
17.1200,0.2268
17.1400,0.2764
17.1600,0.3464
17.1800,0.4208
17.2000,0.4798
17.2200,0.5101
17.2400,0.5139
17.2600,0.4749
17.2800,0.4057
17.3000,0.3561
17.3200,0.3519
17.3400,0.3755
17.3600,0.3915
17.3800,0.3548
17.4000,0.2276
17.4200,0.0609
17.4400,-0.0609
17.4600,-0.0784
17.4800,0.0000
17.5000,0.0995
17.5200,0.1702
17.5400,0.1643
17.5600,0.0784
17.5800,-0.0322
17.6000,-0.1002
17.6200,-0.1371
17.6400,-0.1657
17.6600,-0.1852
17.6800,-0.2043
17.7000,-0.2336
17.7200,-0.2772
17.7400,-0.3247
17.7600,-0.3646
17.7800,-0.3980
17.8000,-0.4280
17.8200,-0.4568
17.8400,-0.4825
17.8600,-0.4943
17.8800,-0.4717
17.9000,-0.4056
17.9200,-0.3062
17.9400,-0.1942
17.9600,-0.0896
17.9800,0.0000
18.0000,0.0821
18.0200,0.1457
18.0400,0.1758
18.0600,0.1632
18.0800,0.1072
18.1000,0.0193
18.1200,-0.0735
18.1400,-0.1401
18.1600,-0.1676
18.1800,-0.1608
18.2000,-0.1345
18.2200,-0.1064
18.2400,-0.0896
18.2600,-0.1022
18.2800,-0.1398
18.3000,-0.1808
18.3200,-0.2200
18.3400,-0.2764
18.3600,-0.3719
18.3800,-0.5227
18.4000,-0.7377
18.4200,-0.9723
18.4400,-1.1624
18.4600,-1.2629
18.4800,-1.2800
18.5000,-1.2699
18.5200,-1.2591
18.5400,-1.2742
18.5600,-1.3198
18.5800,-1.3658
18.6000,-1.3735
18.6200,-1.3487
18.6400,-1.3027
18.6600,-1.2374
18.6800,-1.1648
18.7000,-1.0985
18.7200,-1.0457
18.7400,-0.9989
18.7600,-0.9534
18.7800,-0.9165
18.8000,-0.8913
18.8200,-0.8764
18.8400,-0.8643
18.8600,-0.8388
18.8800,-0.7989
18.9000,-0.7451
18.9200,-0.6414
18.9400,-0.4672
18.9600,-0.2404
18.9800,0.0000
19.0000,0.2398
19.0200,0.4628
19.0400,0.6272
19.0600,0.7131
19.0800,0.7398
19.1000,0.7421
19.1200,0.7163
19.1400,0.6504
19.1600,0.5697
19.1800,0.5024
19.2000,0.4611
19.2200,0.4376
19.2400,0.4095
19.2600,0.3218
19.2800,0.1558
19.3000,-0.0449
19.3200,-0.2276
19.3400,-0.3627
19.3600,-0.4500
19.3800,-0.4960
19.4000,-0.5184
19.4200,-0.5489
19.4400,-0.5950
19.4600,-0.6333
19.4800,-0.6400
19.5000,-0.6417
19.5200,-0.6684
19.5400,-0.7088
19.5600,-0.7521
19.5800,-0.8089
19.6000,-0.9043
19.6200,-1.0567
19.6400,-1.3096
19.6600,-1.6206
19.6800,-1.8838
19.7000,-2.0136
19.7200,-1.9939
19.7400,-1.8863
19.7600,-1.7532
19.7800,-1.6458
19.8000,-1.5970
19.8200,-1.5751
19.8400,-1.5020
19.8600,-1.3415
19.8800,-1.1436
19.9000,-0.9179
19.9200,-0.6759
19.9400,-0.4349
19.9600,-0.2090
19.9800,0.0000
20.0000,0.1921
20.0200,0.3530
20.0400,0.5251
20.0600,0.7524
20.0800,1.0362
20.1000,1.3375
20.1200,1.6100
20.1400,1.7752
20.1600,1.8304
20.1800,1.8468
20.2000,1.8976
20.2200,2.0099
20.2400,2.1399
20.2600,2.2140
20.2800,2.1786
20.3000,2.0260
20.3200,1.8143
20.3400,1.6346
20.3600,1.5260
20.3800,1.4432
20.4000,1.3751
20.4200,1.3074
20.4400,1.2310
20.4600,1.1485
20.4800,1.0667
20.5000,0.9768
20.5200,0.8572
20.5400,0.6938
20.5600,0.4826
20.5800,0.2297
20.6000,-0.0466
20.6200,-0.3134
20.6400,-0.5353
20.6600,-0.6971
20.6800,-0.8016
20.7000,-0.8619
20.7200,-0.8917
20.7400,-0.8958
20.7600,-0.8818
20.7800,-0.8692
20.8000,-0.8730
20.8200,-0.8995
20.8400,-0.9431
20.8600,-0.9826
20.8800,-1.0051
20.9000,-0.9954
20.9200,-0.9006
20.9400,-0.6869
20.9600,-0.3690
20.9800,0.0000
21.0000,0.3750
21.0200,0.7251
21.0400,0.9994
21.0600,1.1703
21.0800,1.2511
21.1000,1.2742
21.1200,1.2393
21.1400,1.1517
21.1600,1.0343
21.1800,0.9031
21.2000,0.7681
21.2200,0.6323
21.2400,0.4895
21.2600,0.3344
21.2800,0.1700
21.3000,-0.0009
21.3200,-0.1746
21.3400,-0.3426
21.3600,-0.4884
21.3800,-0.5955
21.4000,-0.6556
21.4200,-0.6580
21.4400,-0.6060
21.4600,-0.5205
21.4800,-0.4267
21.5000,-0.3537
21.5200,-0.3566
21.5400,-0.4126
21.5600,-0.4694
21.5800,-0.4987
21.6000,-0.5113
21.6200,-0.5383
21.6400,-0.6179
21.6600,-0.7603
21.6800,-0.9284
21.7000,-1.0565
21.7200,-1.0919
21.7400,-1.0555
21.7600,-0.9967
21.7800,-0.9375
21.8000,-0.9001
21.8200,-0.8809
21.8400,-0.8525
21.8600,-0.7972
21.8800,-0.7664
21.9000,-0.7739
21.9200,-0.7365
21.9400,-0.5846
21.9600,-0.3189
21.9800,0.0000
22.0000,0.3154
22.0200,0.5767
22.0400,0.7532
22.0600,0.8693
22.0800,0.9938
22.1000,1.1839
22.1200,1.4013
22.1400,1.5980
22.1600,1.7499
22.1800,1.8402
22.2000,1.8756
22.2200,1.8799
22.2400,1.8640
22.2600,1.7959
22.2800,1.6930
22.3000,1.6133
22.3200,1.5904
22.3400,1.6113
22.3600,1.6408
22.3800,1.6248
22.4000,1.5149
22.4200,1.3611
22.4400,1.2457
22.4600,1.2229
22.4800,1.2800
22.5000,1.3458
22.5200,1.3637
22.5400,1.2821
22.5600,1.1050
22.5800,0.9051
22.6000,0.7667
22.6200,0.6726
22.6400,0.5517
22.6600,0.4351
22.6800,0.3808
22.7000,0.4070
22.7200,0.4815
22.7400,0.5639
22.7600,0.6380
22.7800,0.6593
22.8000,0.5962
22.8200,0.4713
22.8400,0.3473
22.8600,0.2607
22.8800,0.1860
22.9000,0.1288
22.9200,0.0898
22.9400,0.0609
22.9600,0.0327
22.9800,0.0000
23.0000,-0.0448
23.0200,-0.1171
23.0400,-0.1847
23.0600,-0.2139
23.0800,-0.2042
23.1000,-0.1845
23.1200,-0.1844
23.1400,-0.2544
23.1600,-0.3887
23.1800,-0.5249
23.2000,-0.5986
23.2200,-0.5837
23.2400,-0.5155
23.2600,-0.4603
23.2800,-0.4630
23.3000,-0.5286
23.3200,-0.6120
23.3400,-0.6457
23.3600,-0.6037
23.3800,-0.5563
23.4000,-0.5347
23.4200,-0.4945
23.4400,-0.3901
23.4600,-0.2145
23.4800,0.0000
23.5000,0.2184
23.5200,0.4053
23.5400,0.5082
23.5600,0.5125
23.5800,0.4581
23.6000,0.4005
23.6200,0.3217
23.6400,0.1524
23.6600,-0.0548
23.6800,-0.2047
23.7000,-0.2512
23.7200,-0.2207
23.7400,-0.1676
23.7600,-0.1206
23.7800,-0.1307
23.8000,-0.2268
23.8200,-0.3693
23.8400,-0.4710
23.8600,-0.4873
23.8800,-0.4986
23.9000,-0.5296
23.9200,-0.5170
23.9400,-0.4109
23.9600,-0.2210
23.9800,0.0000
24.0000,0.2029
24.0200,0.3205
24.0400,0.3397
24.0600,0.3058
24.0800,0.2859
24.1000,0.3152
24.1200,0.3330
24.1400,0.2312
24.1600,0.0173
24.1800,-0.2263
24.2000,-0.4160
24.2200,-0.5188
24.2400,-0.5766
24.2600,-0.6442
24.2800,-0.7680
24.3000,-0.9752
24.3200,-1.2270
24.3400,-1.4383
24.3600,-1.5655
24.3800,-1.6516
24.4000,-1.6997
24.4200,-1.7163
24.4400,-1.7156
24.4600,-1.7109
24.4800,-1.7067
24.5000,-1.6976
24.5200,-1.6901
24.5400,-1.6891
24.5600,-1.6941
24.5800,-1.6992
24.6000,-1.6919
24.6200,-1.6526
24.6400,-1.5737
24.6600,-1.4476
24.6800,-1.2741
24.7000,-1.0702
24.7200,-0.8635
24.7400,-0.6688
24.7600,-0.4848
24.7800,-0.3312
24.8000,-0.2310
24.8200,-0.1907
24.8400,-0.1967
24.8600,-0.2288
24.8800,-0.3014
24.9000,-0.4048
24.9200,-0.4597
24.9400,-0.4023
24.9600,-0.2310
24.9800,0.0000
25.0000,0.2339
25.0200,0.4214
25.0400,0.5127
25.0600,0.5071
25.0800,0.4618
25.1000,0.4483
25.1200,0.4710
25.1400,0.5220
25.1600,0.6080
25.1800,0.7201
25.2000,0.8415
25.2200,0.9557
25.2400,1.0566
25.2600,1.1546
25.2800,1.2500
25.3000,1.3252
25.3200,1.3577
25.3400,1.3311
25.3600,1.2465
25.3800,1.1251
25.4000,0.9885
25.4200,0.8475
25.4400,0.7067
25.4600,0.5667
25.4800,0.4267
25.5000,0.2858
25.5200,0.1479
25.5400,0.0132
25.5600,-0.1201
25.5800,-0.2528
25.6000,-0.3792
25.6200,-0.4915
25.6400,-0.6163
25.6600,-0.7215
25.6800,-0.7501
25.7000,-0.6854
25.7200,-0.5616
25.7400,-0.4233
25.7600,-0.3234
25.7800,-0.3075
25.8000,-0.3582
25.8200,-0.4162
25.8400,-0.4199
25.8600,-0.3608
25.8800,-0.2839
25.9000,-0.2109
25.9200,-0.1631
25.9400,-0.1341
25.9600,-0.0885
25.9800,0.0000
26.0000,0.0968
26.0200,0.1733
26.0400,0.2315
26.0600,0.2750
26.0800,0.2991
26.1000,0.2953
26.1200,0.2697
26.1400,0.2396
26.1600,0.2047
26.1800,0.1634
26.2000,0.1233
26.2200,0.0978
26.2400,0.0864
26.2600,0.0702
26.2800,0.0575
26.3000,0.0672
26.3200,0.1025
26.3400,0.1458
26.3600,0.1762
26.3800,0.1807
26.4000,0.1459
26.4200,0.0851
26.4400,0.0271
26.4600,-0.0026
26.4800,0.0000
26.5000,0.0102
26.5200,0.0087
26.5400,-0.0233
26.5600,-0.0872
26.5800,-0.1611
26.6000,-0.2147
